TP,FP,FN,Precision,Recall,F1,Thr,case,ppi,ppp
19961.0,6.0,39.0,0.99969950418185,0.99804999999995,0.9988740706086149,0.49999999999999994,02_200ppi,200,0.00019073486328125
19935.0,12.0,65.0,0.9993984057752544,0.9967499999999502,0.9980724454908889,0.525,03_400ppi,400,0.0003814697265625
20275.0,18.0,125.0,0.9991129946286404,0.9938725490195591,0.9964858815926977,0.49999999999999994,04_600ppi,600,0.00057220458984375
19864.0,19.0,136.0,0.999044409797264,0.9931999999999503,0.9961136318746503,0.5499999999999999,05_800ppi,800,0.000762939453125
19831.0,27.0,169.0,0.9986403464598147,0.9915499999999504,0.9950825425277049,0.525,06_1000ppi,1000,0.00095367431640625
20160.0,48.0,240.0,0.9976247030878366,0.9882352941175986,0.9929078009184019,0.525,07_1200ppi,1200,0.0011444091796875
